age,workclass,native_country,marital_status,education_num,occupation,race,hours_per_week,income_bracket,dataframe
38, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,45, <=50K,training
41, State-gov, United-States, Married-civ-spouse,9, Tech-support, White,40, <=50K,training
27, State-gov, United-States, Married-civ-spouse,9, Tech-support, White,40, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Transport-moving, White,65, >50K,training
31, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
43, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
62, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,evaluation
60, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
50, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,training
39, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,38, <=50K,prediction
51, Private, United-States, Married-civ-spouse,9, Craft-repair, White,42, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Sales, White,50, >50K,training
56, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
62, Private, Philippines, Married-civ-spouse,9, Sales, Asian-Pac-Islander,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
29, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,evaluation
27, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
61, Private, United-States, Married-civ-spouse,9, Other-service, Black,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Transport-moving, Black,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
25, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
36, Self-emp-inc, ?, Married-civ-spouse,9, Exec-managerial, White,50, >50K,training
41, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,evaluation
69, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,36, <=50K,training
63, Private, United-States, Married-civ-spouse,9, Craft-repair, White,30, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
58, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,training
36, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, >50K,evaluation
42, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,evaluation
38, State-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,evaluation
50, Private, South, Married-civ-spouse,9, Prof-specialty, Asian-Pac-Islander,35, >50K,training
51, Private, United-States, Married-civ-spouse,9, Tech-support, White,40, >50K,training
28, Self-emp-not-inc, United-States, Married-civ-spouse,9, Prof-specialty, White,35, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,70, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,42, <=50K,training
51, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,prediction
50, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
50, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,30, <=50K,training
48, Private, Mexico, Married-civ-spouse,9, Other-service, White,40, >50K,training
33, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,60, <=50K,training
54, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,36, >50K,training
50, Private, United-States, Married-civ-spouse,9, Sales, White,48, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
45, Private, United-States, Married-civ-spouse,9, Exec-managerial, Asian-Pac-Islander,40, >50K,training
60, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,evaluation
35, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,training
40, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
44, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
43, Private, Germany, Married-civ-spouse,9, Machine-op-inspct, Black,40, >50K,training
48, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,60, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, >50K,training
28, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
45, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,35, <=50K,training
24, Private, Mexico, Married-civ-spouse,9, Sales, White,40, <=50K,training
47, Federal-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
48, Self-emp-inc, United-States, Married-civ-spouse,9, Craft-repair, White,36, <=50K,prediction
28, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
57, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
29, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
44, State-gov, United-States, Married-civ-spouse,9, Protective-serv, White,38, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
47, Self-emp-inc, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
49, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
48, Local-gov, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, Black,40, <=50K,training
29, Private, Germany, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,evaluation
43, Private, United-States, Married-civ-spouse,9, Craft-repair, White,42, >50K,prediction
62, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,training
45, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, Black,40, >50K,training
63, Private, ?, Married-civ-spouse,9, Handlers-cleaners, Black,40, <=50K,training
55, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, >50K,training
63, ?, United-States, Married-civ-spouse,9, ?, White,20, <=50K,training
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,72, >50K,training
57, Private, Trinadad&Tobago, Married-civ-spouse,9, Tech-support, Black,40, >50K,prediction
33, State-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
44, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,training
49, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, >50K,training
66, Private, United-States, Married-civ-spouse,9, Other-service, Black,4, <=50K,prediction
43, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,42, >50K,prediction
53, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,training
26, Private, United-States, Married-civ-spouse,9, Sales, Black,36, <=50K,prediction
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
44, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,45, >50K,evaluation
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, White,50, <=50K,training
54, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,evaluation
36, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,50, >50K,training
56, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
71, Private, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,training
54, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,55, >50K,training
32, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,44, <=50K,evaluation
29, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, Black,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,24, <=50K,training
75, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,35, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,training
31, Self-emp-not-inc, Columbia, Married-civ-spouse,9, Prof-specialty, White,40, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Transport-moving, Black,46, >50K,training
60, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
55, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
64, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
45, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
43, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,52, >50K,training
64, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,45, >50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
50, ?, United-States, Married-civ-spouse,9, ?, White,55, >50K,training
54, Private, United-States, Married-civ-spouse,9, Transport-moving, White,65, >50K,training
33, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,42, >50K,training
43, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,training
64, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,35, <=50K,prediction
34, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,70, <=50K,training
38, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,99, <=50K,evaluation
26, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Transport-moving, White,56, <=50K,training
40, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,75, >50K,training
33, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
71, Private, United-States, Married-civ-spouse,9, Sales, White,36, <=50K,training
31, State-gov, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
68, Private, United-States, Married-civ-spouse,9, Protective-serv, White,24, <=50K,training
62, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
44, Self-emp-not-inc, Jamaica, Married-civ-spouse,9, Sales, Black,70, <=50K,training
42, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, >50K,training
43, State-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
45, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
37, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Craft-repair, White,48, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, Black,40, <=50K,training
42, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
82, Self-emp-not-inc, Cuba, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
60, Private, United-States, Married-civ-spouse,9, Protective-serv, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
51, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
44, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
45, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,44, >50K,training
48, Local-gov, United-States, Married-civ-spouse,9, Exec-managerial, Black,38, >50K,training
34, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,evaluation
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
30, Private, Mexico, Married-civ-spouse,9, Craft-repair, Other,40, <=50K,evaluation
46, Private, United-States, Married-civ-spouse,9, Craft-repair, Black,40, <=50K,training
51, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
30, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,prediction
37, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
39, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Sales, White,55, <=50K,prediction
63, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
42, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
56, Local-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
59, Private, ?, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
53, Private, United-States, Married-civ-spouse,9, Craft-repair, Black,40, <=50K,evaluation
30, State-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, <=50K,prediction
53, Private, Puerto-Rico, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Craft-repair, White,44, <=50K,training
24, Private, Mexico, Married-civ-spouse,9, Craft-repair, White,44, <=50K,prediction
54, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,prediction
50, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
42, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
29, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,48, <=50K,training
63, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, White,12, <=50K,evaluation
26, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,50, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,44, >50K,training
70, ?, United-States, Married-civ-spouse,9, ?, White,60, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
47, Private, Philippines, Married-civ-spouse,9, Other-service, Asian-Pac-Islander,25, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, >50K,training
55, Private, United-States, Married-civ-spouse,9, Craft-repair, White,35, >50K,training
22, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,evaluation
30, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
73, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,20, <=50K,training
32, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,55, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Transport-moving, White,60, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,30, <=50K,training
38, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
48, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
77, Private, Cuba, Married-civ-spouse,9, Other-service, White,25, <=50K,training
35, Private, Iran, Married-civ-spouse,9, Exec-managerial, White,55, >50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,15, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Sales, White,45, <=50K,training
54, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,training
45, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,training
57, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
51, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,prediction
47, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
61, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,prediction
40, Private, China, Married-civ-spouse,9, Other-service, Asian-Pac-Islander,30, <=50K,training
51, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
64, Federal-gov, United-States, Married-civ-spouse,9, Prof-specialty, White,8, <=50K,training
26, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,training
35, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, <=50K,prediction
33, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
44, Private, Canada, Married-civ-spouse,9, Protective-serv, White,40, <=50K,training
48, Self-emp-not-inc, Peru, Married-civ-spouse,9, Craft-repair, White,30, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, Black,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
69, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,33, <=50K,training
47, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,45, >50K,training
40, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
46, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,50, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
61, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
56, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,50, >50K,training
25, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
32, Private, Hong, Married-civ-spouse,9, Sales, Asian-Pac-Islander,40, <=50K,training
47, Private, Mexico, Married-civ-spouse,9, Other-service, White,40, <=50K,prediction
42, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,50, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,30, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
23, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,evaluation
29, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,45, <=50K,training
51, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,35, >50K,prediction
56, Local-gov, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
43, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
45, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
43, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
27, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, >50K,training
54, Private, Poland, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
34, Private, United-States, Married-civ-spouse,9, Craft-repair, White,35, <=50K,prediction
35, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,62, <=50K,training
75, Self-emp-inc, United-States, Married-civ-spouse,9, Adm-clerical, White,26, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
48, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,60, <=50K,evaluation
52, Self-emp-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,60, <=50K,training
25, Private, United-States, Married-civ-spouse,9, Craft-repair, White,35, <=50K,training
68, Private, Italy, Married-civ-spouse,9, Prof-specialty, White,40, >50K,training
35, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
67, Private, United-States, Married-civ-spouse,9, Sales, White,10, <=50K,prediction
31, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, <=50K,training
21, Private, United-States, Married-civ-spouse,9, Craft-repair, White,37, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Craft-repair, White,46, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Other-service, White,35, <=50K,training
39, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,70, <=50K,training
43, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
38, Private, United-States, Married-civ-spouse,9, Craft-repair, White,48, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
31, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,48, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
45, Private, United-States, Married-civ-spouse,9, Craft-repair, White,60, >50K,training
32, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
57, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,45, <=50K,evaluation
29, Self-emp-not-inc, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,prediction
50, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,84, >50K,training
19, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
43, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
48, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
51, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
29, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,70, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,45, >50K,training
45, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
43, Local-gov, ?, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,evaluation
31, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,64, >50K,evaluation
71, State-gov, United-States, Married-civ-spouse,9, Craft-repair, Black,40, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Other-service, Black,40, >50K,training
58, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
26, Self-emp-not-inc, Outlying-US(Guam-USVI-etc), Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
46, Self-emp-not-inc, United-States, Married-civ-spouse,9, Prof-specialty, White,60, <=50K,training
22, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, >50K,training
30, Private, United-States, Married-civ-spouse,9, Sales, White,52, >50K,training
43, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,evaluation
51, Private, United-States, Married-civ-spouse,9, Tech-support, White,50, >50K,training
41, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
32, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
63, ?, United-States, Married-civ-spouse,9, ?, White,55, >50K,training
30, Private, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,training
51, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
32, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
33, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
49, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,56, <=50K,prediction
44, Private, United-States, Married-civ-spouse,9, Craft-repair, White,70, >50K,evaluation
42, State-gov, United-States, Married-civ-spouse,9, Transport-moving, Amer-Indian-Eskimo,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, <=50K,training
58, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,prediction
59, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, >50K,training
45, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,35, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,evaluation
24, Private, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,evaluation
42, Private, United-States, Married-civ-spouse,9, Transport-moving, White,43, <=50K,training
32, Self-emp-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,55, >50K,training
33, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,evaluation
27, Private, Guatemala, Married-civ-spouse,9, Sales, White,50, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Sales, White,60, >50K,training
40, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
29, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, >50K,training
37, Private, United-States, Married-civ-spouse,9, Transport-moving, White,42, <=50K,training
35, Local-gov, United-States, Married-civ-spouse,9, Other-service, Amer-Indian-Eskimo,40, <=50K,training
79, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
37, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
42, Private, United-States, Married-civ-spouse,9, Transport-moving, White,60, >50K,prediction
51, Private, United-States, Married-civ-spouse,9, Sales, White,55, >50K,training
31, Private, United-States, Married-civ-spouse,9, Other-service, White,65, <=50K,training
35, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
61, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,training
47, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, >50K,training
36, Private, United-States, Married-civ-spouse,9, Other-service, White,50, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Transport-moving, White,52, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
40, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,84, <=50K,training
39, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,training
34, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
48, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
28, Private, Philippines, Married-civ-spouse,9, Machine-op-inspct, Asian-Pac-Islander,40, <=50K,training
